latitude,longitude,altitude,geometry,coordinates,@id,highway,indoor,level,area,lit,surface,crossing:island,footway,cycleway:right,lanes,maxspeed,name,oneway,sidewalk,smoothness,trolley_wire,trolley_wire:forward,cycleway:both,zone:maxspeed,cycleway:left,lane_markings,name:etymology:wikidata,sidewalk:both:surface,source:maxspeed,cycleway:left:oneway,oneway:bicycle,bicycle,access,check_date,construction,check_date:cycleway,sidewalk:right:surface,foot,oneway:foot,service,cycleway,maxspeed:type,motor_vehicle,note:maxspeed,parking:both,parking:both:orientation,cycleway:both:lane,lanes:backward,lanes:forward,turn:lanes:forward,layer,maxheight,tunnel,alt_name,trolley_wire:both,hgv,check_date:surface,cycleway:surface,footway:surface,segregated,bridge,maxweight:signed,shoulder,cycleway:width,bicycle:lanes,cycleway:lanes,cycleway:right:lane,old_ref,turn:lanes,vehicle:lanes,short_name,incline,sac_scale,width,cycleway:colour,sidewalk:left:surface,embedded_rails,name:etymology,wikidata,source:name:etymology,busway,oneway:psv,obstacle,ref,crossing,crossing:markings,motorcycle,separated,junction,placement,access:lanes:backward,access:lanes:forward,bus:lanes:backward,bus:lanes:forward,oneway:bus,psv:lanes:backward,psv:lanes:forward,horse,maxweight,trolley_wire:backward,lanes:psv:backward,oneway:moped,psv,traffic_calming,tactile_paving,maxheight:signed,colour,taxi,old_name,handrail,button_operated,covered,traffic_signals:vibration,visibility,loc_name,cycleway:left:lane,mtb:scale,mtb:scale:imba,mtb:scale:uphill,trail_visibility,description,wheelchair,crossing_ref,surface_survey,traffic_signals:sound,parking:left,parking:right,kerb,ramp,step_count,source:cycleway:width,access:disabled,living_street,check_date:smoothness,check_date:footway:surface,check_date:cycleway:surface,fixme,informal,crossing:signals,source,check_date:crossing,check_date:tactile_paving,check_date:traffic_signals:vibration,check_date:traffic_signals:sound,direction,panoramax
,,,LineString,"11.351816,44.4942008,11.3518104,44.494169,11.3517527,44.4938082,11.3516892,44.4935441,11.3516364,44.4932826,11.3516254,44.493138,11.3516322,44.4931054,11.3516561,44.4930764,11.3517156,44.4930294,11.3517449,44.4930089",way/23271629,residential,,,,yes,sett,,,,1,30,Piazza Aldrovandi,yes,both,,,,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3494202,44.4944271,11.3493369,44.4942054,11.3493108,44.4941359",way/23271658,residential,,,,yes,asphalt,,,,1,30,Vicolo Broglio,yes,left,,,,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3358428,44.4931986,11.3357959,44.4931257,11.3356978,44.4929834,11.3356575,44.4929072,11.3356289,44.4928186,11.3356155,44.4927459,11.3355262,44.4925413,11.3353646,44.4922136,11.3351792,44.4919355,11.3351369,44.4918804,11.3351257,44.4918657,11.3351179,44.4918556,11.3350153,44.4916904,11.3349255,44.4915306,11.334798,44.4912475,11.3347026,44.4910182,11.3346346,44.490839,11.3345366,44.4905298,11.3345123,44.49045,11.3344685,44.4902551,11.3344572,44.4901806,11.334448,44.4900949",way/23271728,residential,,,,yes,asphalt,,,,,30,Via Nosadella,yes,both,,,,,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3356155,44.4927459,11.3357462,44.4926637,11.3358609,44.4925703,11.3359557,44.4924706,11.3360652,44.4923216,11.3361788,44.4920409,11.3362397,44.4918316,11.3364037,44.4916115,11.33643,44.4915668,11.336441,44.4915356,11.3364518,44.491494,11.3364585,44.49144,11.3364574,44.4913855,11.3364455,44.4913056,11.3364136,44.49117,11.3363218,44.4908645,11.3362191,44.490579,11.3361783,44.4904672,11.3361626,44.4904039,11.336155,44.4903355,11.3361525,44.4903053,11.3361482,44.4902485",way/23271732,residential,,,,yes,asphalt,,,,,30,Via del Fossato,yes,right,,,,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3310475,44.4955167,11.3310668,44.4956115,11.3310877,44.4956977,11.3310927,44.4957158,11.3311348,44.4958285,11.3311843,44.4959268,11.3312448,44.4960294,11.3314295,44.4963427,11.3317858,44.4968741,11.3318047,44.4969019,11.331847,44.4969647,11.3319412,44.4970927,11.332052,44.4972463,11.3321664,44.4974103,11.3321814,44.4974316,11.3322072,44.4974644",way/23271755,pedestrian,,,,yes,asphalt,,,,,10,Via Pietralata,yes,both,,,,no,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3433429,44.4876032,11.3431762,44.487645,11.3425418,44.4877936,11.3417052,44.4879898,11.3407412,44.4882297,11.3406998,44.4882404,11.340662,44.4882501,11.3399966,44.4884171,11.3399661,44.4884264,11.3399437,44.4884345,11.3399087,44.4884551,11.3398834,44.4884785",way/23271799,residential,,,,yes,asphalt,,,,,30,Via Solferino,yes,both,,,,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3436649,44.4883129,11.3437233,44.4882711,11.3437827,44.4882318,11.3439334,44.488126,11.3439772,44.4880923,11.3440283,44.4880516",way/23271808,tertiary,,,,yes,asphalt,,,,2,30,Via Vascelli,,both,,,disused,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.347896,44.4880286,11.3478153,44.4880192,11.3473856,44.4879793,11.3454565,44.4878705,11.3454117,44.4878645,11.3453729,44.4878565,11.3453253,44.4878423,11.3452861,44.4878353,11.3452633,44.4878338",way/23271826,residential,,,,yes,sett,,,,,30,Via del Cestello,yes,left,,,,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3484251,44.4870238,11.3486848,44.4869746,11.3490961,44.486891,11.3493355,44.4868424,11.3494987,44.4868238,11.3498163,44.4867345,11.350366,44.4864946,11.3505945,44.4863792,11.3511669,44.4861796,11.351502,44.4860573,11.3524597,44.4857273",way/23271841,residential,,,,yes,asphalt,,,,,30,Via Orfeo,yes,both,,,,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3522626,44.4880015,11.3523213,44.4880356,11.3525188,44.4881435,11.3526812,44.4882383,11.3528227,44.4883236,11.3528509,44.4883439,11.3529284,44.4884123,11.3529936,44.488473",way/23271851,service,,,,yes,asphalt,,,,,30,Via Remorsella,yes,right,,,,,IT:30,,,,,,,,,,,,,,yes,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3540225,44.4940564,11.3541135,44.494506,11.3541538,44.4946374,11.3542523,44.4948915,11.3543451,44.495111,11.3544542,44.4953894",way/23271955,service,,,,yes,asphalt,,,,,30,Via Sant'Apollonia,yes,right,,,,no,IT:30,,,,,,,,,,,,,paving_stones,yes,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3532341,44.4940881,11.3532423,44.4941335",way/23271960,residential,,,,yes,asphalt,,,,,30,Via dell'Unione,yes,no,good,,,,,,,,,https://wiki.osm.org/?curid=306950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3565187,44.4985649,11.3565642,44.4985553,11.3566057,44.498551,11.3566514,44.4985536,11.3566925,44.4985627",way/23275401,primary,,,,yes,asphalt,,,,,,Piazza di Porta San Donato,yes,separate,,,,,,,no,,,,,,,,,,,,no,,,separate,IT:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3417888,44.5006062,11.3417929,44.5001314,11.341798,44.499389,11.3418016,44.4991116",way/23275873,service,,,,yes,asphalt,,,,1,30,Via Avesella,yes,right,,,,no,IT:30,,,,,,,,,,,,,asphalt,yes,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3343013,44.5020438,11.334276,44.5020241,11.3342306,44.5020029,11.3341826,44.5019895,11.3341431,44.5019832,11.3336433,44.5019034,11.3335573,44.5018897",way/23276000,residential,,,,yes,sett,,,,,30,Via Azzo Gardino,yes,right,intermediate,,,no,IT:30,,,,,,,,,,,,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3393576,44.4989501,11.3391175,44.4984196,11.3389877,44.4981363,11.3388876,44.49792,11.338755,44.4976422,11.3387167,44.4975451,11.3386876,44.497494,11.338584,44.4972682,11.3385737,44.4972515,11.33856,44.4972416,11.3385434,44.4972364,11.3384764,44.4972284",way/23276040,residential,,,,yes,asphalt,,,,,30,Via Gian Battista Morgagni,yes,both,,,,no,IT:30,,,Q511841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3517348,44.4885049,11.351703,44.4884882,11.3516749,44.4884723,11.3516593,44.488462,11.3513949,44.48827,11.3513528,44.488236,11.3512711,44.4881758,11.3512456,44.4881565,11.3509656,44.4879226,11.3508486,44.4878214,11.3507893,44.4877607,11.3507678,44.4877378,11.3507431,44.4877088,11.3507189,44.4876823,11.3505943,44.4875603,11.3505814,44.4875462,11.3505689,44.4875292",way/23276209,service,,,,yes,asphalt,,,,,30,Via de' Coltelli,yes,right,,,,no,IT:30,,,,,,,,,,,,,,yes,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3302617,44.4964475,11.3302319,44.4963987,11.3302062,44.4963536,11.3301938,44.4963323,11.3300809,44.4961383,11.3300628,44.4961068,11.3300532,44.4960877,11.3299906,44.4959306,11.3299823,44.4959125,11.3299734,44.4958955,11.3299606,44.4958729,11.329946,44.4958525",way/23276660,residential,,,,yes,asphalt,,,,,30,Via San Rocco,no,both,,,,no,IT:30,,no,,,,,,yes,,,,,,,,,,,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3336999,44.4969488,11.3336739,44.4969191,11.3336654,44.4969087,11.3335897,44.4968128,11.3334862,44.496686,11.333337,44.4965102,11.3333101,44.4964757,11.3331722,44.4962784,11.3331567,44.4962505,11.3331,44.496118,11.3330548,44.495998,11.3330258,44.495922,11.3330102,44.4958745,11.3329676,44.4957312,11.332913,44.4955437",way/23276677,pedestrian,,,,yes,asphalt,,,,,10,Via Paradiso,yes,no,,,,,,,,,,,,,yes,,,,,,,no,,,,permit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3405809,44.5076528,11.3417952,44.5074853,11.3419981,44.5074573,11.3420266,44.5074543,11.3420551,44.5074532",way/23277216,tertiary,,,,yes,asphalt,,,,1,30,Via de' Carracci,yes,separate,,,,,IT:30,,,,,,,,,,,,,,,,,separate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3559076,44.5107455,11.3552076,44.510846,11.3549197,44.510887,11.3547586,44.510909,11.3541874,44.5109875,11.3541359,44.5109946,11.3540807,44.5110022,11.3539891,44.5110149,11.3534781,44.511083,11.3529681,44.5111512,11.3528972,44.5111623,11.3528519,44.5111681,11.3528386,44.5111699,11.3527623,44.5111802,11.3521432,44.5112638,11.3514949,44.5113513,11.3509726,44.5114225,11.3508915,44.511434,11.3508295,44.5114429,11.35068,44.511466,11.3504921,44.5115179",way/23277561,tertiary,,,,yes,asphalt,,,,,50,Via della Liberazione,yes,separate,,,,,,,no,,,https://wiki.osm.org/?curid=306950,,,,,,,,,,,,no,,,In futuro ̬ previsto il passaggio a 30 km/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3078896,44.4934601,11.3078536,44.4934284,11.3079205,44.4929225,11.3079768,44.4924971,11.308135,44.4925092",way/23287277,residential,,,,yes,asphalt,,,,,30,Via dello Sport,,right,,,,,,,,Q349,,https://wiki.osm.org/?curid=306950,,,,,,,,,,,,,,,,yes,parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3081427,44.4914006,11.3079962,44.4914128,11.3079738,44.4913946,11.3079357,44.491124,11.307877,44.4907637,11.3078691,44.4907355,11.3078609,44.4907101,11.3078507,44.4906875",way/23287288,service,,,,yes,asphalt,,,,,,Via dello Sport,,right,,,,,,,,Q349,,,,,,,,,,,,,parking_aisle,,,,,yes,parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3058162,44.4931959,11.3058118,44.4931151,11.3057807,44.4925486",way/23287329,residential,,,,,asphalt,,,,,30,Via dal Lino,yes,both,,,,,,,,,,https://wiki.osm.org/?curid=306950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3565054,44.4981174,11.3565772,44.4981202,11.3566293,44.4981314,11.3566755,44.4981449,11.3567124,44.4981677,11.3567365,44.4981997",way/23288817,primary,,,,yes,asphalt,,,no,,,Piazza di Porta San Donato,yes,separate,good,,,,,,no,,,,,,,,,,,,use_sidepath,,,,IT:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3153522,44.4962575,11.3151622,44.4962378,11.3125116,44.4959635,11.3123882,44.4959507",way/23290125,residential,,,,yes,asphalt,,,,,30,Via Valdossola,yes,both,good,,,,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3262012,44.4949716,11.3262254,44.4948977,11.3266975,44.4934882,11.3267231,44.4934175",way/23290171,residential,,,,,asphalt,,,,,30,Via Rodolfo Audinot,,both,,,,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3231821,44.4927083,11.3230843,44.4925304,11.3230738,44.4925033,11.3230621,44.4924734",way/23290245,residential,,,,,asphalt,,,,,30,Piazza Alessandro Volta,yes,left,,,,,,,,,,https://wiki.osm.org/?curid=306950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3157179,44.4933188,11.3157219,44.4932769,11.3157105,44.4921438,11.3157097,44.4920641",way/23290342,residential,,,,yes,asphalt,,,,,30,Via Mario Bastia,yes,both,,,,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.314434,44.4945196,11.3144929,44.4944755,11.3146365,44.4943677,11.3147243,44.4943019,11.3151606,44.4939616",way/23290344,residential,,,,yes,asphalt,,,,,30,Via Mario Bastia,yes,both,,,,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3155318,44.4948829,11.3155495,44.4948135,11.315606,44.4945929,11.3156163,44.4945335,11.3156172,44.4944821,11.3156077,44.4944325,11.3155961,44.4943903,11.3155693,44.494321,11.3155423,44.4942776,11.3155181,44.4942494,11.3154815,44.4942066,11.3153553,44.4940911,11.3151606,44.4939616,11.3149513,44.4938001,11.314857,44.4937219,11.3147428,44.4936209,11.3146721,44.4935454,11.3146003,44.4934663,11.3145105,44.4933397,11.3144848,44.4932876,11.3144503,44.4932176",way/23290347,residential,,,,yes,asphalt,,,,,30,Via Paolo Giovanni Martini,yes,both,,,,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3150193,44.4920285,11.3149817,44.4932585",way/23290350,residential,,,,yes,asphalt,,,,,30,Via del Partigiano,yes,both,,,,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3179152,44.4952152,11.3179158,44.495172,11.3179162,44.4945772,11.3179162,44.4942584,11.3179162,44.4940958,11.3179175,44.4938963,11.3179177,44.4937782,11.3179246,44.4937552",way/23290359,living_street,,,,yes,asphalt,,,,,10,Via Carlo Zucchi,yes,no,,,,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3330155,44.5010261,11.3330939,44.5010262,11.3332064,44.5010308,11.3333261,44.5010408,11.3334185,44.5010502,11.3334884,44.5010598",way/23295290,service,,,,yes,asphalt,,,,,30,Via Alessandro Cervellati,,both,,,,no,IT:30,,,,,,,,,,,,,,yes,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3297786,44.5081667,11.3292984,44.5090164,11.3292672,44.5090717",way/23296548,primary,,,,yes,asphalt,,,,3,30,Via Francesco Zanardi,no,both,good,,,lane,,,,,,,,,,,,,,,,,,,,,,,,exclusive,1,2,through|through;right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3301352,44.5075289,11.3297786,44.5081667",way/23296549,primary,,,,yes,asphalt,,,,2,30,Via Francesco Zanardi,no,both,good,,,lane,,,,,,,,,,,,,,,,,,,,,,,,exclusive,,,,-1,4,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3253115,44.5022314,11.3255159,44.5021967,11.3274297,44.5018711,11.3275738,44.5018488",way/23296590,residential,,,,yes,asphalt,,,,,30,Via Innocenzo Malvasia,yes,both,,,,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3295268,44.504116,11.3296863,44.5046103,11.3298543,44.5051306",way/23296603,residential,,,,yes,asphalt,,,,,30,Via Pellegrino Rossi,yes,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3306046,44.5050092,11.3302724,44.5039807",way/23296604,residential,,,,yes,asphalt,,,,,30,Via Annibale Ranuzzi,yes,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3298543,44.5051306,11.3292898,44.5052199,11.3291606,44.5052403",way/23296606,residential,,,,yes,asphalt,,,,,30,Via Pietro Inviti,yes,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3325835,44.5036056,11.3323705,44.5036401,11.3323147,44.5036492,11.3309743,44.5038665",way/23296607,tertiary,,,,yes,asphalt,,,,2,30,Via Camillo Casarini,,both,,,,lane,,,,,asphalt,,,,,,,,,,,,,,,,,,,advisory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3312969,44.5049005,11.3309743,44.5038665",way/23296613,residential,,,,yes,asphalt,,,,1,30,Via Lodovico Berti,yes,both,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3298863,44.504045,11.3297263,44.5035476,11.3297086,44.5034938,11.3296824,44.5034113,11.3294967,44.502834",way/23296614,residential,,,,yes,asphalt,,,,,30,Via Carlo Rusconi,yes,both,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3305733,44.5026603,11.3305329,44.502533,11.3302125,44.501544,11.3301764,44.5014381",way/23296616,residential,,,,yes,asphalt,,,,,30,Via Lodovico Berti,no,both,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3364747,44.5040829,11.3362996,44.5040977,11.3362258,44.5041399",way/23296622,residential,,,,yes,asphalt,,,,,30,Viale Pietro Pietramellara,,no,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3391329,44.5023156,11.3383845,44.5024847,11.3377631,44.5026252,11.3376365,44.5026519",way/23296623,tertiary,,,,yes,asphalt,,,,2,30,Via Don Giovanni Minzoni,no,both,,yes,,no,IT:30,,,,,,,,,,,,,,,,,,IT:zone30,,,,,,,,,,,,Via Don Minzoni,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3418016,44.4991116,11.3417706,44.49911,11.341332,44.4991411,11.3412592,44.4991463,11.3407746,44.4992166,11.3400713,44.4993461",way/23296840,service,,,,yes,asphalt,,,,,30,Via Tanari Vecchia,yes,right,intermediate,,,no,IT:30,,,,,,,,,,,,,sett,yes,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
